page_name,page_url,likes,link_url,whatsapp_number,duration_days,publisher_platforms,delivery_start,delivery_stop,ad_body,ad_image,score,reasons,flags,page_id,ad_id,collected_at
African Natural Store,https://www.facebook.com/africannaturalstores/,3745,https://africannatural.com/,,25,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-04-10T07:00:00,2026-05-05T07:00:00,"Get your original African foods, cosmetics, and fashion; deliver it to your door in 1–3 days. Receive 2 items at the price of 1, which is double the value
 
Here's what makes us different:
✅ Up to 70% cheaper than other African stores — we buy in bulk directly from the manufacturer and pass the savings to you.
✅ 1–3 Day Fast Delivery anywhere in the USA — no more waiting weeks.
✅ 100% Authentic African Products — straight from trusted Nafdac certified suppliers in Nigeria, Ghana, Cameroon, and beyond.
✅ Fresh Stock Weekly — so you always get quality products, not leftovers.
✅ U.S.-based Support Team — Africans like you, who understand what “home” really means.
 
Thousands of Africans in the U.S. already shop with us because we make it easy, affordable, and fast to enjoy the things you grew",,56,"website-landing-page, active-25d, ng-cues:nigeria,ng , category:fashion,cosmetic,hat, small-mid-3745",,105118415722636,1408366790975475,2026-08-28T08:31:35.120932+00:00
Urban Trend Boutique Lekki,https://www.facebook.com/urbantrendluxury/,802,https://urbantrendluxury.com/collections/new-arrivals-1,,25,['INSTAGRAM'],2025-09-21T07:00:00,2025-10-16T07:00:00,"Alert 🚨 May cause spontaneous strutting. We just updated our website with exclusive, authentic and luxury pieces, why blend in when you can turn heads? 

Tap the link in bio to claim your moment. 

Worldwide Delivery. 

 #clothesforsale #clothesshopping #newclothes #2handclothes #clothes",,56,"website-landing-page, active-25d, ng-cues:lekki, category:boutique, small-mid-802",,112455431705231,787820643979458,2026-08-29T07:52:34.537442+00:00
The throne Room ,https://www.facebook.com/61570807620091/,41,https://selar.com/l7p676306e,,75,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-06-07T07:00:00,2026-08-21T07:00:00,"Are you worried about sagging breasts due to aging, weight loss, or childbirth?

This practical guide will teach you proven lifestyle habits, exercises, and breast-care routines that help you maintain firm, youthful-looking breasts naturally.

Inside this book, you will discover:

✔ The real causes of breast sagging

✔ The best exercises to strengthen your chest muscles

✔ The right bra habits that support breast shape

✔ Nutrition tips that improve skin elasticity

✔ Simple daily routines that promote firmness

✔ A 30-day Lift & Firm plan for visible improvement

If you’re ready to feel confident, healthier, and more comfortable in your body, this book is for you.

TESTIMONIES

Sarah Mitchell – United Kingdom 🇬🇧
“This book completely changed my understanding of breast health and firmness.",https://scontent.fist8-1.fna.fbcdn.net/v/t39.35426-6/719532754_979853061483697_5542873709714043843_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=MkiEctMu8eIQ7kNvwHd3htt&_nc_oc=AdpVnkhZ3HatdnJ-FofQ-WbBjuu77R_PK7tXhR0rBQbdKo6Qc7EPbGSPNPNh3SJS_Lw&_nc_zt=14&_nc_ht=scontent.fist8-1.fna&_nc_gid=VjqvaQx4DxESbIIGX4nCbQ&_nc_ss=7b289&oh=00_AQHIlOig2rD3qT7JwWCcYQdH2ROe15fkNz1ggvnx8O0uhQ&oe=6A972301,56,"website-landing-page, active-75d, ng-cues:nigeria,ng , category:beauty,skincare,hat, small-mid-41",,1054154597786315,971368649050727,2026-08-28T08:31:51.705032+00:00
Brook Hiddink - HighTicket.io CEO,https://www.facebook.com/61575748997124/,2486,https://www.highticketecommerce.co/game-plan-call,,274,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER']",2025-05-16T07:00:00,2026-02-14T08:00:00,"You've already taken a huge step toward success with our comprehensive program. The strategies and systems you now have access to have helped countless entrepreneurs transform their businesses. That was a brilliant investment decision! 🌟

Imagine what you could achieve with personalized guidance tailored specifically to your unique business challenges. Our one-on-one coaching brings expert eyes to your situation, helping you implement faster and avoid costly mistakes that most people make when going it alone.

The difference between good results and extraordinary outcomes often comes down to customization and accountability. 

⚡ With dedicated coaching, you'll have someone who understands your specific industry, can spot your blind spots, and pushes you to reach your full potential when mo",,56,"website-landing-page, active-274d, ng-cues:ng , category:hat, small-mid-2486",,699638623223395,1223788906062736,2026-08-28T08:31:52.506028+00:00
Carolina Crossroads Dental Care,https://www.facebook.com/CarolinaCrossroadsDentalCare/,936,https://www.carolinacrossroadsdentalcare.com/,,415,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK']",2024-09-24T07:00:00,2025-11-13T08:00:00,"Don't love going to the dentist? 

We get it. 🫣

Here, enjoy a boutique-like, comfort-driven, patient-focused experience unlike any other dentist you've been to. We've put your comfort first and deliver exceptional care for our community of Statesville. 

Call today or visit us online to request an appointment - we can't wait to meet you! 😁📞",https://scontent-atl3-1.xx.fbcdn.net/v/t39.35426-6/458218021_1578262716120798_8682078504399638140_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=tRPSLLqRl6cQ7kNvwGvCjwu&_nc_oc=AdoFtGMJpjfoTmLBBVcAoYWysxinTZRVHOw2kZdXJ-LRsvdBs99y_OFbMjnyyDLa57IHqznjyb_NCRdtmVEhxelQ&_nc_zt=14&_nc_ht=scontent-atl3-1.xx&_nc_gid=3-qDiCqYXe9rN8TkUcopOA&_nc_ss=79289&oh=00_AQEEBfJd7M8x2bfKdN9cu5ygNRhk-p4r6911C6yAR-TVrw&oe=6A972293,56,"website-landing-page, active-415d, ng-cues:ng , category:boutique, small-mid-936",,398211253636774,798804322166132,2026-08-28T08:32:19.923854+00:00
Vivienne Cate,https://www.facebook.com/viviennecate/,2095,https://www.viviennecate.com/,,327,"['FACEBOOK', 'INSTAGRAM', 'MESSENGER']",2025-10-05T07:00:00,2026-08-28T07:00:00,In-store or online,https://scontent-atl3-3.xx.fbcdn.net/v/t39.35426-6/482977442_1384565152693747_2091631038773234887_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=6LNCkTAcsx8Q7kNvwGTqaDU&_nc_oc=AdrAe9jmyhdh7kei8btzuQh3PTk2jy06d9z74h65F3VxcCUsKym54uBhswPLTLoj_FBVYZhCrPtNUTdF5W9OA4lJ&_nc_zt=14&_nc_ht=scontent-atl3-3.xx&_nc_gid=3-qDiCqYXe9rN8TkUcopOA&_nc_ss=79289&oh=00_AQFuym7cz9Lst7qGn4hSy4NXDuEgS70ePyxKPV7IrChwIQ&oe=6A971F80,56,"website-landing-page, active-327d, ng-cues:ng , category:boutique,leather, small-mid-2095",,103515537979908,1457922172102806,2026-08-28T08:32:20.373969+00:00
Raw Aroma Chem,https://www.facebook.com/61572439216695/,8930,https://www.rawaromachem.com/,,19,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-05-19T07:00:00,2026-06-07T07:00:00,"Starting a perfume brand feels complicated.

Sourcing the right oils.
Finding a supplier you can trust.
Knowing which fragrance matches which original.

RAW Aromachem makes all of it simple.

2,000+ fragrance oils — Inspired, Identical, Clone.
You choose the accuracy. You choose the price point.
We handle everything from formulation to your door.

Trusted by perfume brands across 
India, UAE, Canada, USA, UK, 
Nigeria, Australia and 40+ countries.

IFRA compliant. Lowest MOQ.
Expert formulation support included.

Your brand. Our oils. 
Shipped worldwide.

Start today →",https://scontent.fuio3-1.fna.fbcdn.net/v/t39.35426-6/700723182_26806821638983668_413114802382952488_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=48hHU_zRtIkQ7kNvwHlD1P0&_nc_oc=AdrXvPODT4xg8li15M0tt0U8oBe69JWjqjLUPlJyz3eNOzzBIqNnijaxTqNmOV3EX68&_nc_zt=14&_nc_ht=scontent.fuio3-1.fna&_nc_gid=E2h4jiijjaP-7ydhWZ8jIA&_nc_ss=7a289&oh=00_AQHDOsARvHIR6RwB8V0oJUhIVZQElTmbyujz80a-qDiarw&oe=6A972425,56,"website-landing-page, active-19d, ng-cues:nigeria,ng , category:perfume,fragrance,oil, small-mid-8930",,483874808153623,1339461371394874,2026-08-28T08:32:20.863247+00:00
Studioguti.com,https://www.facebook.com/Studioguti/,3635,https://studioguti.com/cartflows_step/master-pack-sales-landing-99usd/,,108,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2025-07-01T07:00:00,2025-10-17T07:00:00,"📸 The Secret Behind Every Confident Photographer? This.
Whether you're just starting out or have years behind the lens — posing can make or break your photos.

You’ve got the talent. Now it’s time to master the art of direction.
That’s where the Master Pack of Poses becomes your game-changer.

What’s inside?
🔥 13 full digital books packed with 5,600+ curated poses covering:

Women, Men, Couples, Families, Weddings, Maternity, Quinceañeras

Fashion, Plus-size, Teen & Children, Love Stories, Boudoir, Bikinis

And even 1,000 universal poses + 60+ studio lighting schemes

You’ll also learn:
✅ 20 rules of directing poses
✅ 414+ real-world posing categories
✅ Tips, secrets, and proven frameworks from 20+ years of experience

💰 Real value: $905
🎯 Limited-time price: Only $99 – Lifetime access inc",,56,"website-landing-page, active-108d, ng-cues:ng , category:fashion,hat, small-mid-3635",,114970327765357,1049641043504889,2026-08-28T08:32:22.640116+00:00
TeleDoc App,https://www.facebook.com/teledocapp/,2310,https://pbr6h.app.link/teledocapp,,43,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2025-12-03T08:00:00,2026-01-15T08:00:00,"Getting quality healthcare is no longer hard or far. With TeleDoc, you can now speak one on one with a doctor who truly understands you, whether you’re in Nigeria, the UK, or Canada. 

🌍💻 Whether it’s a quick consult with a general doctor or a specialist case, help is just a few taps away.
📲 Just download the TeleDoc App, register, and book a private video consultation today.

No queues. No stress. Just real doctors and real help right from your phone. 
Your health just got easier. You can thank me later. 😉",,56,"website-landing-page, active-43d, ng-cues:nigeria,ng , category:phone, small-mid-2310",,187477814441149,1505565330725899,2026-08-28T08:32:23.459204+00:00
Asorock Watches,https://www.facebook.com/AsorockWatches/,6034,http://asorockwatches.com/,,20,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2026-04-07T07:00:00,2026-04-27T07:00:00,"🎥 Behind the Brand – Meet the Founders of Asorock Watches ✨

We’re excited to share our journey with you! In this exclusive CBS interview, founders Benjamin Iroala and Andrew Mutale open up about the passion, hustle, and vision behind Asorock Watches – Africa’s first luxury microbrand.

From building a brand that celebrates African heritage to redefining affordable luxury, this is our story. #AsorockWatches",,56,"website-landing-page, active-20d, ng-cues:ng , category:watch,hat, small-mid-6034",,1214868755347625,1230086655781022,2026-08-28T08:32:23.924620+00:00
Resolute RGL,https://www.facebook.com/61557754020099/,2145,https://resolutergl.com/,,66,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2025-08-25T07:00:00,2025-10-30T07:00:00,"Resolute RGL by the Palestinian Women's Weaving Cooperative — it's more than shoes, more than fashion.

Our debut collection brings their artistry and resilience to life. As co-founders of this project, their craftsmanship is woven into every pair. This is fashion with purpose.

After a successful crowdfunding campaign supported by over 1,500 backers worldwide, you can now pre-order your pair and support the community.

Order now and be part of the change.",https://scontent.fsgn5-9.fna.fbcdn.net/v/t39.35426-6/533929475_1301572034950952_8303322879643385450_n.jpg?_nc_cat=109&_nc_map=urlgen_bucketless&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=u_tPWVhhGtIQ7kNvwGdylsy&_nc_oc=AdpcsaDHnkuRGdjR1XTHbwA_RKiHjiHaOxOpSzm3Wkz7bRTXU64H5Brzxzp6G9_pUNv19tGut1cHZkY8_9pF9NCC&_nc_zt=14&_nc_ht=scontent.fsgn5-9.fna&_nc_gid=JpsIMM4YX935AkJHLBQ46g&_nc_ss=7b289&oh=00_AQGw45xKax3Df6c4bbhJMhfwln5za2lMWyeY5iqQG9hzQA&oe=6A97206A,56,"website-landing-page, active-66d, ng-cues:ng , category:fashion,shoe, small-mid-2145",,272507309275984,2745452572326410,2026-08-28T08:32:33.203287+00:00
One Compress,https://www.facebook.com/100066420470751/,14871,https://www.onecompress.com/pages/oc28lander1,,216,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2025-07-07T07:00:00,2026-02-08T08:00:00,"""Combat plantar fasciitis pain without medication"" ✅100% natural ✅Effortless ✅Fast-acting

NEW Bamboo Anklesleeves that combat foot pains, plantar fasciitis, swelling, diabetic foot and more while sleeping...

1. Superbly Soft - Luxuriously soft and only gets softer everytime you wash it. 

2. Thermoregulating - Warms you when it's cold and cools you when it's hot.

3. Native Freshness - Wicks moisture and prevents bad odor 4X better than cotton.

4. Naturally Anti-Bacterial - Natural micro-gaps make it extremely breathable, bacteria-free and hypoallergenic. 

5. Eco-Friendly - Water consumption is 66% less than cotton and produces 10X more output per acre.

👉 ""Learn More"" for Exclusive Offer",,56,"website-landing-page, active-216d, ng-cues:ng , category:hat, small-mid-14871",,100708424964575,1059680322933780,2026-08-28T08:33:15.373812+00:00
Redress Design Award,https://www.facebook.com/RedressDesignAward/,16521,https://2025.redressdesignaward.com/livestream-2025/,,42,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'THREADS']",2025-08-20T07:00:00,2025-10-01T07:00:00,"📸 MEET THE FINALIST: Casbeth Tshegofatso Marobane @casbethofficialaccount 🧶
 
Highlights from her collection, 'Cultural Studies':
💚 Traditional beading techniques and neck brass rings from the Ndebele tribe
💚 Zero-waste one-piece pleated garments upcycled from unwanted clothes, curtains, and aluminium blinds

🗳️ Vote your favourite Finalist for the People's Choice Award at the link in bio!

Sources:
More than 100 billion according to McKinsey & the Ellen MacArthur Foundation, 2015. The World Economic Forum & ShareCloth state that 150 billion garments are produced in a year, 2016.

#RedressDesignAward",,56,"website-landing-page, active-42d, ng-cues:ng , category:dress,hat, small-mid-16521",,176451929056436,775108855017386,2026-08-28T08:33:17.110022+00:00
GoldStar Tool,https://www.facebook.com/GoldStarTool/,46925,https://www.goldstartool.com/fabric-cutting-machines/?utm_source={{site_source_name}}&utm_medium=purchases&utm_campaign={{campaign.name}},,154,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK']",2026-01-29T08:00:00,2026-07-03T07:00:00,"If you don't have a fabric cutting machine, you are wasting time and money ⏰💰

Say goodbye to slow, inefficient methods of laying out and cutting fabric. Up your sewing game with a fabric cutting machine!

SAVE on our vast inventory today! ⤵️",https://scontent.fkhi17-2.fna.fbcdn.net/v/t39.35426-6/621809458_25850632814627280_2157584880670126367_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=EOf8KMHsevkQ7kNvwH1lV63&_nc_oc=AdrmpDKKviHzpU_eSK7BNxLOnYdus50qMxuQ_3mTCB9tcQ1mYD_qlI_H5BoqE5YznUFMz75OgrzEcXgYKE10PZsg&_nc_zt=14&_nc_ht=scontent.fkhi17-2.fna&_nc_gid=jyYqXJzrxEDQ9Ug32W0ArA&_nc_ss=7b289&oh=00_AQHDibT9wrqeAYqS8EycL5_S2WDjLDxfj4do6ojM76OSdA&oe=6A971633,56,"website-landing-page, active-154d, ng-cues:ng , category:hat, small-mid-46925",,374690625915144,1204315645246477,2026-08-28T08:33:19.380585+00:00
Hosenwelt Gadget,https://www.facebook.com/100064043324993/,6590,https://www.hosenwelt.com/products/ipcset,,158,"['FACEBOOK', 'INSTAGRAM', 'AUDIENCE_NETWORK', 'MESSENGER', 'THREADS']",2025-07-16T07:00:00,2025-12-21T08:00:00,"🧵✨ 37PCS Sewing Tool Set – Your All-in-One Stitching Superhero! 🪡🎨

🌟 Everything You Need in One Kit!
From quick fixes to DIY fashion, this massive 37-piece set has every tool for beginners and pros – no more hunting for supplies!

✅ What’s Inside:
✔️ 9 Needles + 10 Threads – For fabrics/denim/leather 👖
✔️ Measuring Tape & Scissors – Precision cuts every time 📏✂️
✔️ Thimble & Pins – Protect fingers & secure fabrics 🖐️📍
✔️ Buttons + Patches – Emergency repairs covered 🚨",,56,"website-landing-page, active-158d, ng-cues:ng , category:fashion,gadget,leather, small-mid-6590",,101646684823307,741539884940700,2026-08-28T08:33:20.568983+00:00
Modlily Fashion,https://www.facebook.com/61572514584231/,5416,https://www.modlily.com/v-neck-spaghetti-strap-one-piece-swimwear-g219900.html,,71,"['FACEBOOK', 'INSTAGRAM', 'MESSENGER', 'THREADS']",2026-05-22T07:00:00,2026-08-01T07:00:00,"Real women. Real bodies. Real clothes that work 🌸 We design for movement, coverage, and the quiet joy of feeling perfectly put-together.",https://scontent.flos5-2.fna.fbcdn.net/v/t39.35426-6/671578124_1632826507930869_7377516745717857887_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=106&_nc_map=urlgen_bucketless&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=pd_jmTrTbFMQ7kNvwH6m2wH&_nc_oc=AdrPjexVeW2-nVUhQ-51Kei4izB_FMBQXhVcu7zvif1nKBGdX5AQmm7cV5dHZbNjCLE&_nc_zt=14&_nc_ht=scontent.flos5-2.fna&_nc_gid=8XgGYSIyBzw5k0SAA-P0RA&_nc_ss=7b289&oh=00_AQH7OuIvX8StCrmEnCjPlltQxcBA8ann-FaLusxIWv7PPQ&oe=6A97024B,56,"website-landing-page, active-71d, ng-cues:ng , category:fashion,dress,hat, small-mid-5416",,498256080046149,814385161522563,2026-08-28T08:33:23.765862+00:00
